temperature,humidity,pm25,pm10,no2,so2,co,industrial_proximity,population_density,air_quality,timestamp,latitude,longitude
30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371,Good,2024-11-26 09:48:49.638632,40.63129902172274,-73.86324287204403
47.1,100.0,7.8,21.9,36.6,27.1,2.72,4.0,563,Hazardous,2024-11-26 10:48:49.638632,40.738703015132906,-73.99644172357678
28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,Moderate,2024-11-26 11:48:49.638632,40.72575453295737,-74.03378964381966
23.3,58.4,1.6,7.3,21.4,4.0,1.08,12.3,438,Good,2024-11-26 12:48:49.638632,40.77606791329256,-73.84895038743379
30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511,Poor,2024-11-26 13:48:49.638632,40.64379407486905,-73.91062797676717
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,Good,2024-11-26 15:48:49.638632,40.553207773702574,-73.97881968325542
26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,Poor,2024-11-26 16:48:49.638632,40.6381524792004,-74.10217168621446
33.9,94.5,16.6,42.2,41.7,18.5,2.4,8.1,421,Poor,2024-11-26 17:48:49.638632,40.894723756067485,-74.22581804975711
24.7,73.9,8.1,16.0,26.4,5.1,0.98,11.0,352,Good,2024-11-26 18:48:49.638632,40.71300054485001,-74.2082383413561
29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,Poor,2024-11-26 19:48:49.638632,40.76975111797309,-73.92952451597013
23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379,Good,2024-11-26 20:48:49.638632,40.794008212604794,-74.0413919496838
29.3,86.8,62.8,74.6,23.6,13.1,1.62,5.1,564,Moderate,2024-11-26 21:48:49.638632,40.68639928398373,-74.16557233526392
21.7,65.2,26.3,33.3,13.9,2.5,0.96,11.0,278,Good,2024-11-26 22:48:49.638632,40.73463982776233,-74.00765223224248
32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,Moderate,2024-11-26 23:48:49.638632,40.669411019772326,-73.82608766284098
22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464,Moderate,2024-11-27 00:48:49.638632,40.72690976501716,-74.0427174540028
21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247,Good,2024-11-27 01:48:49.638632,40.75232757967199,-74.05370301781866
40.1,95.2,11.5,30.1,34.8,18.6,1.88,5.4,803,Poor,2024-11-27 02:48:49.638632,40.70578445007612,-74.1177663048364
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630,Moderate,2024-11-27 03:48:49.638632,40.65117234975913,-74.03087180355323
18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432,Moderate,2024-11-27 04:48:49.638632,40.89495735396542,-74.01842297433383
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,Moderate,2024-11-27 06:48:49.638632,40.84042276488614,-73.83603628012797
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,Good,2024-11-27 07:48:49.638632,40.691801903643,-74.01549184346632
26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189,Good,2024-11-27 08:48:49.638632,40.64405182677721,-74.14224631621438
21.5,52.5,4.3,13.9,30.0,12.6,1.42,5.0,333,Moderate,2024-11-27 09:48:49.638632,40.71397109215493,-74.0192094569283
27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626,Moderate,2024-11-27 10:48:49.638632,40.84692360945542,-74.06848468049412
33.3,98.7,20.9,36.7,35.1,16.0,1.73,5.1,578,Poor,2024-11-27 12:48:49.638632,40.58379264856798,-73.95881775520117
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,Good,2024-11-27 13:48:49.638632,40.92253331316427,-73.97380119375495
26.5,69.9,31.7,46.0,21.4,17.2,1.64,9.6,739,Moderate,2024-11-27 14:48:49.638632,40.57894218662454,-73.95850580167055
27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,Moderate,2024-11-27 15:48:49.638632,40.83201497976047,-74.00865808026786
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,Moderate,2024-11-27 16:48:49.638632,40.69141833773503,-74.18692421622993
29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517,Good,2024-11-27 17:48:49.638632,40.704813370212605,-74.07337895795021
26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,Good,2024-11-27 18:48:49.638632,40.77513919063078,-74.09575747146036
24.1,68.0,2.6,4.7,25.2,8.5,1.18,11.3,580,Good,2024-11-27 19:48:49.638632,40.879036302907494,-74.12204093922199
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,Good,2024-11-27 20:48:49.638632,40.718623302622596,-74.19510534803393
41.4,93.0,30.7,45.3,40.3,12.5,1.63,4.2,600,Poor,2024-11-27 21:48:49.638632,40.603762419289794,-74.20520088409195
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,Moderate,2024-11-27 22:48:49.638632,40.61552819612047,-73.96525214005807
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,Moderate,2024-11-27 23:48:49.638632,40.672249247148585,-73.8114838217921
30.1,72.0,14.4,19.7,22.7,10.7,1.46,6.4,372,Moderate,2024-11-28 00:48:49.638632,40.708329601018264,-73.93732517193472
31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416,Moderate,2024-11-28 01:48:49.638632,40.694621134735186,-73.98599377719297
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,Good,2024-11-28 02:48:49.638632,40.669791790922616,-74.08367124070723
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,Moderate,2024-11-28 03:48:49.638632,40.65334078802952,-73.84609697694962
33.0,73.5,14.2,21.9,33.5,3.3,1.55,6.0,582,Moderate,2024-11-28 04:48:49.638632,40.596760816178296,-73.8076600101182
36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,Poor,2024-11-28 05:48:49.638632,40.78161839422928,-73.932644706173
29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284,Good,2024-11-28 06:48:49.638632,40.85074405006847,-74.04428013620944
20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407,Good,2024-11-28 07:48:49.638632,40.83079928958138,-74.0428505889763
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,Good,2024-11-28 08:48:49.638632,40.809295635599234,-74.04930442605522
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430,Poor,2024-11-28 09:48:49.638632,40.803858790481684,-73.84135176834313
37.1,74.0,3.1,24.9,42.6,10.6,2.08,4.4,406,Poor,2024-11-28 10:48:49.638632,40.807456267087325,-73.96853100519833
35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644,Poor,2024-11-28 11:48:49.638632,40.659576436555696,-74.04648614177134
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,Good,2024-11-28 12:48:49.638632,40.72154605464773,-74.02159337298005
25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214,Good,2024-11-28 13:48:49.638632,40.663499466716594,-73.95328135317428
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427,Moderate,2024-11-28 14:48:49.638632,40.689185585052456,-74.06267342240278
33.1,72.7,60.7,73.6,45.6,7.6,1.91,3.8,446,Poor,2024-11-28 15:48:49.638632,40.817112603525686,-74.21256418073827
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680,Hazardous,2024-11-28 16:48:49.638632,40.86207263321747,-73.91526229227902
17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315,Moderate,2024-11-28 17:48:49.638632,40.53311495490777,-74.01345334379175
26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,Good,2024-11-28 18:48:49.638632,40.67768145430477,-73.97221864750533
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337,Moderate,2024-11-28 19:48:49.638632,40.64115907606813,-74.16516211217083
26.1,51.8,2.7,4.5,18.1,4.9,0.94,10.2,277,Good,2024-11-28 20:48:49.638632,40.80274944127709,-74.11753996039698
25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542,Good,2024-11-28 21:48:49.638632,40.75977462755208,-74.0834575046403
39.5,88.6,48.6,71.0,27.2,21.2,2.43,5.2,693,Poor,2024-11-28 22:48:49.638632,40.68245640852605,-74.0406000227351
28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,Moderate,2024-11-28 23:48:49.638632,40.894288438831694,-73.93717410770583
34.7,94.5,12.3,31.9,39.8,20.2,1.58,4.4,424,Poor,2024-11-29 00:48:49.638632,40.83658577939468,-73.94357980233531
25.8,68.6,18.1,26.0,25.7,5.7,0.81,10.2,351,Good,2024-11-29 01:48:49.638632,40.888608800971774,-74.01214785701127
30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,Moderate,2024-11-29 02:48:49.638632,40.5644749275504,-74.06080416577451
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,Good,2024-11-29 03:48:49.638632,40.443965203408816,-73.99945759233992
49.0,93.1,12.4,39.7,37.1,24.6,2.66,3.5,820,Hazardous,2024-11-29 04:48:49.638632,40.761256750570034,-74.0311845299935
23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449,Good,2024-11-29 05:48:49.638632,40.699539357659646,-74.06976905470324
29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227,Good,2024-11-29 06:48:49.638632,40.61149699772797,-73.82979913552232
24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,Good,2024-11-29 07:48:49.638632,40.76245139412589,-74.0443150615215
26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,Good,2024-11-29 08:48:49.638632,40.86928909246754,-74.06028181995912
28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707,Poor,2024-11-29 09:48:49.638632,40.631952295515674,-74.06935020331059
38.1,80.9,20.4,53.0,39.5,26.8,2.27,3.2,613,Hazardous,2024-11-29 10:48:49.638632,40.83795364994762,-74.10080743353613
33.5,79.9,6.8,17.6,33.0,18.3,1.78,6.3,545,Moderate,2024-11-29 11:48:49.638632,40.674268980621456,-74.04889559930925
28.6,45.2,6.2,11.4,24.0,3.6,0.93,12.5,212,Good,2024-11-29 13:48:49.638632,40.67054342378,-73.92997949627556
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564,Poor,2024-11-29 14:48:49.638632,40.648799452599235,-73.8446584914383
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,Good,2024-11-29 15:48:49.638632,40.76404800785286,-74.19303029520182
39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428,Poor,2024-11-29 16:48:49.638632,40.65193915056798,-74.05776525143476
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,Moderate,2024-11-29 17:48:49.638632,40.681842854860896,-74.09146395087001
29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,Good,2024-11-29 18:48:49.638632,40.81553504150459,-74.04725178880783
29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455,Good,2024-11-29 19:48:49.638632,40.542282268495505,-73.96279112919177
24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,Good,2024-11-29 20:48:49.638632,40.697919427054906,-74.02492237113346
40.9,78.5,1.7,21.6,39.6,25.9,2.8,3.4,641,Hazardous,2024-11-29 21:48:49.638632,40.72069688179007,-73.98108850174154
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good,2024-11-29 22:48:49.638632,40.623208922786134,-74.01612207981248
25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486,Good,2024-11-29 23:48:49.638632,40.808179382321924,-73.80911119133884
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,Poor,2024-11-30 00:48:49.638632,40.80344961163633,-74.0529016561437
34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385,Moderate,2024-11-30 01:48:49.638632,40.76509210725487,-73.81062965735372
26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344,Good,2024-11-30 02:48:49.638632,40.82764564954534,-73.9588895926666
24.0,70.5,1.1,4.1,19.1,7.1,1.03,10.3,584,Good,2024-11-30 04:48:49.638632,40.72519104353644,-74.00185710628904
25.0,48.9,1.8,7.0,17.5,4.1,0.83,15.2,366,Good,2024-11-30 05:48:49.638632,40.90334018701322,-73.96823469238163
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,Good,2024-11-30 07:48:49.638632,40.87732250168528,-73.79691225459685
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,Poor,2024-11-30 08:48:49.638632,40.77506919845814,-74.03613586483404
48.8,74.5,14.0,35.7,39.0,13.8,2.63,6.2,540,Hazardous,2024-11-30 09:48:49.638632,40.8117729777307,-74.0056941006048
19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475,Good,2024-11-30 10:48:49.638632,40.8106592260025,-74.00276315169658
31.0,78.0,1.5,5.7,20.0,4.7,1.02,11.0,279,Good,2024-11-30 11:48:49.638632,40.67568447053336,-74.03903338279642
23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668,Moderate,2024-11-30 12:48:49.638632,40.583106209342915,-73.937281049279
33.8,81.1,7.3,21.3,38.8,22.0,2.35,6.3,693,Poor,2024-11-30 13:48:49.638632,40.83034027179361,-74.2177616573997
24.2,41.9,2.4,6.5,17.9,6.8,0.88,10.1,500,Good,2024-11-30 14:48:49.638632,40.69161914528274,-73.9777825667328
28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249,Good,2024-11-30 15:48:49.638632,40.73109357716233,-74.18339411639981
25.7,70.3,0.7,5.4,14.0,10.0,0.91,11.1,374,Good,2024-11-30 16:48:49.638632,40.69461910086815,-73.96506454905712
33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,Poor,2024-11-30 17:48:49.638632,40.45040130908011,-74.1071978764623
40.6,90.4,67.5,85.6,30.3,16.1,2.32,3.9,485,Hazardous,2024-11-30 18:48:49.638632,40.65084402525158,-74.17187431400075
42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562,Poor,2024-11-30 19:48:49.638632,40.75200823372404,-73.92747027975331
34.9,86.4,9.2,28.0,36.9,9.0,2.08,7.1,728,Poor,2024-11-30 20:48:49.638632,40.709017265691934,-73.91518250745283
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,Good,2024-11-30 21:48:49.638632,40.50705354803064,-74.21747748394671
25.4,78.6,4.1,6.7,21.3,9.1,1.4,10.1,543,Moderate,2024-11-30 22:48:49.638632,40.750594159410205,-73.93983150116891
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341,Good,2024-11-30 23:48:49.638632,40.76733319900634,-74.08830503829498
28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560,Good,2024-12-01 00:48:49.638632,40.86131874742556,-74.06599311412101
25.1,50.6,1.0,4.6,21.6,6.2,1.1,10.1,388,Good,2024-12-01 01:48:49.638632,40.67284732759592,-74.11864505857524
35.0,56.0,23.4,27.1,32.7,11.5,1.62,5.8,452,Moderate,2024-12-01 02:48:49.638632,40.814105248485596,-74.14614036634872
17.0,47.4,10.1,16.5,24.7,2.7,1.02,11.0,555,Good,2024-12-01 03:48:49.638632,40.60435383939973,-74.04064768851934
34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633,Poor,2024-12-01 04:48:49.638632,40.65124021376352,-73.95958451642196
23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471,Good,2024-12-01 05:48:49.638632,40.956388221710014,-73.85578798076502
35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483,Moderate,2024-12-01 06:48:49.638632,40.830719422730915,-74.02507549944919
39.0,90.6,55.4,67.5,23.6,16.3,2.13,3.8,467,Poor,2024-12-01 07:48:49.638632,40.81079143695853,-73.97934773927149
29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303,Moderate,2024-12-01 08:48:49.638632,40.748411754954944,-74.06002625069786
28.0,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593,Good,2024-12-01 09:48:49.638632,40.640074661827136,-74.11418340589559
29.9,100.0,33.5,52.1,27.7,17.6,2.42,3.4,592,Poor,2024-12-01 10:48:49.638632,40.672472612692474,-73.93993445443262
32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,Moderate,2024-12-01 11:48:49.638632,40.64869456509963,-74.03690562066319
23.5,55.1,6.0,11.8,16.6,6.6,1.04,10.8,421,Good,2024-12-01 12:48:49.638632,40.81050775568599,-74.01262160234876
30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521,Good,2024-12-01 13:48:49.638632,40.69706850000135,-74.13831912914266
34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596,Poor,2024-12-01 14:48:49.638632,40.68110398408278,-73.88727473034217
25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534,Good,2024-12-01 15:48:49.638632,40.47971603860297,-74.12955790893163
24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364,Good,2024-12-01 16:48:49.638632,40.76223329065525,-73.98921513513136
28.1,47.9,2.7,6.7,26.0,8.3,1.03,11.1,228,Good,2024-12-01 17:48:49.638632,40.67263713192948,-74.12973240967932
36.2,73.7,9.6,32.4,41.4,25.5,1.97,10.0,782,Hazardous,2024-12-01 18:48:49.638632,40.598262027584134,-73.91180378320634
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263,Good,2024-12-01 19:48:49.638632,40.7457994470215,-74.0873880598714
36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422,Moderate,2024-12-01 20:48:49.638632,40.57505280746671,-74.04725778922594
26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296,Good,2024-12-01 21:48:49.638632,40.79424156091377,-73.94620595780115
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475,Poor,2024-12-01 22:48:49.638632,40.61498992549284,-73.91679991534696
32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382,Moderate,2024-12-01 23:48:49.638632,40.535160238322085,-73.76611008445241
25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442,Moderate,2024-12-02 00:48:49.638632,40.925975117307516,-74.18426906783421
19.7,39.9,2.0,6.8,28.4,7.6,1.14,10.2,347,Good,2024-12-02 01:48:49.638632,40.79468600427192,-74.05582343458717
21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247,Good,2024-12-02 02:48:49.638632,40.688618283136506,-73.90725020090979
32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,Good,2024-12-02 03:48:49.638632,40.71014624969879,-73.93826669861716
34.8,88.5,15.1,26.4,34.0,8.4,1.7,5.5,577,Moderate,2024-12-02 05:48:49.638632,40.562024099019254,-74.0067226489334
27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293,Moderate,2024-12-02 06:48:49.638632,40.835486964229105,-74.07496811231199
25.1,71.1,7.3,11.3,17.9,4.8,1.0,13.4,283,Good,2024-12-02 07:48:49.638632,40.536352941953695,-73.97820376771533
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493,Good,2024-12-02 08:48:49.638632,40.77069014025921,-73.83886219962183
32.8,100.0,21.8,37.5,29.6,6.6,2.94,6.1,774,Hazardous,2024-12-02 09:48:49.638632,40.7076204476386,-74.17585001704634
44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530,Hazardous,2024-12-02 10:48:49.638632,40.52430800166375,-73.9606623032478
23.8,70.6,4.7,18.1,31.1,9.3,1.48,5.1,609,Moderate,2024-12-02 11:48:49.638632,40.91019418140872,-73.9794290711219
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,Moderate,2024-12-02 12:48:49.638632,40.74853076217814,-74.00836909367179
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,Good,2024-12-02 13:48:49.638632,40.609670980716025,-73.92755389518977
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,Good,2024-12-02 14:48:49.638632,40.60262032483547,-73.9763866487562
29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769,Hazardous,2024-12-02 15:48:49.638632,40.79647460746391,-74.01549893546229
25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698,Hazardous,2024-12-02 16:48:49.638632,40.82768172963257,-74.1528304111601
26.1,43.6,2.8,11.0,15.4,8.7,1.08,11.2,574,Good,2024-12-02 18:48:49.638632,40.67167775726002,-74.03745314640038
21.2,40.0,2.3,6.1,15.1,6.4,1.04,15.8,481,Good,2024-12-02 19:48:49.638632,40.62896656585694,-74.0434325208373
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389,Good,2024-12-02 20:48:49.638632,40.845163973558066,-73.93082983011067
20.5,52.8,7.7,12.0,14.0,7.8,1.1,10.6,320,Good,2024-12-02 21:48:49.638632,40.78634766862398,-73.82248000103444
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519,Poor,2024-12-02 22:48:49.638632,40.57308046791032,-73.94571685623046
28.4,63.8,2.8,9.7,17.6,6.2,0.91,16.5,578,Good,2024-12-03 00:48:49.638632,40.77717237133659,-74.05395502261757
20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278,Good,2024-12-03 01:48:49.638632,40.8142524295957,-74.08564568907461
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,Good,2024-12-03 02:48:49.638632,40.73371823864868,-74.13293736759836
26.2,79.4,9.7,14.5,26.9,7.5,1.02,10.3,322,Good,2024-12-03 03:48:49.638632,40.581211501050895,-73.9705649291088
24.7,56.3,2.0,5.5,13.9,4.1,0.89,12.2,510,Good,2024-12-03 04:48:49.638632,40.94238970511929,-74.25506917354785
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763,Poor,2024-12-03 05:48:49.638632,40.64127454444873,-74.05109574794923
17.4,45.8,26.6,33.0,22.0,7.3,0.97,10.8,451,Good,2024-12-03 06:48:49.638632,40.58069897056389,-74.07927446890645
35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,Poor,2024-12-03 07:48:49.638632,40.66941419436952,-74.03307972476014
19.5,79.5,60.5,85.9,44.0,21.9,2.68,7.5,689,Hazardous,2024-12-03 08:48:49.638632,40.72048428088838,-73.89790758387312
34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391,Poor,2024-12-03 09:48:49.638632,40.65158367501134,-73.99757938801125
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,Moderate,2024-12-03 10:48:49.638632,40.659075501385146,-74.08697172261606
29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542,Moderate,2024-12-03 12:48:49.638632,40.72448317992187,-74.14273762070572
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good,2024-12-03 14:48:49.638632,40.65556401186088,-73.88833049176688
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,Good,2024-12-03 15:48:49.638632,40.69646495361658,-74.02224673380954
49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous,2024-12-03 16:48:49.638632,40.72511378127602,-74.01696063939671
24.0,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235,Good,2024-12-03 17:48:49.638632,40.51103393805211,-74.01323985375518
38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590,Poor,2024-12-03 19:48:49.638632,40.622800760878185,-73.77261515099747
29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386,Moderate,2024-12-03 20:48:49.638632,40.74477903178411,-73.90856143406309
38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526,Poor,2024-12-03 21:48:49.638632,40.71046026831921,-74.0131238452146
31.4,69.8,20.4,32.0,16.3,9.7,1.49,8.0,643,Moderate,2024-12-03 22:48:49.638632,40.647012697765334,-73.88336278603884
22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389,Good,2024-12-03 23:48:49.638632,40.894851128515164,-74.32323146282667
34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,Hazardous,2024-12-04 00:48:49.638632,40.74446662989374,-74.05055785561144
29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,Good,2024-12-04 01:48:49.638632,40.59663486941057,-74.17811726072348
24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464,Poor,2024-12-04 02:48:49.638632,40.54721561994892,-74.03189593581428
35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737,Moderate,2024-12-04 04:48:49.638632,40.58891618086119,-73.92325994667655
26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345,Moderate,2024-12-04 05:48:49.638632,40.833420499357324,-73.91995334004453
34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342,Moderate,2024-12-04 06:48:49.638632,40.77211815860159,-73.76868868019494
27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436,Moderate,2024-12-04 07:48:49.638632,40.7731764061481,-74.0409263347161
22.0,44.1,7.5,11.5,20.0,6.4,1.03,13.3,458,Good,2024-12-04 08:48:49.638632,40.731462964605164,-74.13622380184788
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,Good,2024-12-04 09:48:49.638632,40.59616760388175,-74.01117475464682
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,Moderate,2024-12-04 10:48:49.638632,40.86914657899356,-73.97977200612462
34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595,Poor,2024-12-04 12:48:49.638632,40.786620391318465,-74.02790655126267
27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589,Good,2024-12-04 13:48:49.638632,40.73412780047362,-74.04253241393954
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,Poor,2024-12-04 14:48:49.638632,40.81139142475411,-74.13212619938905
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor,2024-12-04 15:48:49.638632,40.670576054830654,-74.05633701764087
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316,Good,2024-12-04 16:48:49.638632,40.54353321811699,-73.84164667569684
22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,Good,2024-12-04 17:48:49.638632,40.65909909201926,-74.22241887361527
27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501,Good,2024-12-04 18:48:49.638632,40.88628120674347,-73.93300729590236
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473,Good,2024-12-04 19:48:49.638632,40.731216447558104,-74.02213699888404
26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,Good,2024-12-04 20:48:49.638632,40.56883204835497,-74.07622747573203
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219,Good,2024-12-04 22:48:49.638632,40.76922840508527,-74.10299332958738
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,Poor,2024-12-04 23:48:49.638632,40.6306785688368,-73.9587924387746
36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,Poor,2024-12-05 00:48:49.638632,40.81316160548417,-73.7288117445434
36.3,99.2,13.1,34.1,34.7,21.0,2.26,4.5,742,Poor,2024-12-05 01:48:49.638632,40.68772814281872,-73.96670936030245
27.0,78.6,1.8,6.3,19.4,5.1,1.0,13.0,202,Good,2024-12-05 02:48:49.638632,40.59238356300159,-73.97731235671645
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,Moderate,2024-12-05 03:48:49.638632,40.651397344089034,-74.01137945674495
